motor_angle_deg,ambient_temp_c,elapsed_time_min,raw_phase_deg,raw_mag_dB,phase_drift_error_deg,true_phase_deg,true_mag_dB,predicted_drift_deg,calibrated_phase_deg
-125.0,22.496,12.401,-84.1918,-33.9956,0.4225,-84.9185,-32.7544,0.4154,-84.6072
-124.0,22.496,12.417,-88.252,-29.7559,0.423,-87.0348,-29.4156,0.4145,-88.6665
-123.0,22.496,12.433,-88.1043,-27.3346,0.4235,-89.1234,-27.2651,0.4145,-88.5188
-122.0,22.497,12.449,-90.6668,-26.0294,0.4241,-91.1815,-25.7758,0.4139,-91.0807
-121.0,22.497,12.465,-94.736,-24.5639,0.4246,-93.2066,-24.7188,0.4146,-95.1506
-120.0,22.498,12.481,-94.8478,-23.4164,0.4251,-95.1962,-23.9735,0.4091,-95.2569
-119.0,22.498,12.497,-96.8415,-23.2616,0.4257,-97.1475,-23.4681,0.4349,-97.2764
-118.0,22.498,12.513,-95.9358,-22.7459,0.4262,-99.0583,-23.1565,0.4333,-96.3691
-117.0,22.499,12.529,-99.158,-22.5633,0.4267,-100.926,-23.007,0.4333,-99.5913
-116.0,22.499,12.545,-102.3038,-23.4047,0.4273,-102.7483,-22.9972,0.4333,-102.7371
-115.0,22.5,12.561,-103.7218,-22.935,0.4278,-104.5227,-23.1106,0.4333,-104.1551
-114.0,22.5,12.577,-105.7525,-22.9371,0.4283,-106.2471,-23.3351,0.4336,-106.1861
-113.0,22.5,12.593,-107.7948,-23.8359,0.4288,-107.9193,-23.6615,0.4336,-108.2284
-112.0,22.501,12.609,-110.7312,-24.3991,0.4294,-109.537,-24.0829,0.4337,-111.1649
-111.0,22.501,12.625,-110.8948,-24.3822,0.4299,-111.0982,-24.5944,0.4337,-111.3285
-110.0,22.502,12.641,-113.2895,-25.7853,0.4304,-112.6008,-25.1926,0.4337,-113.7232
-109.0,22.502,12.657,-115.4876,-26.311,0.431,-114.043,-25.8758,0.4337,-115.9213
-108.0,22.502,12.673,-114.2246,-26.9101,0.4315,-115.4229,-26.6434,0.4338,-114.6584
-107.0,22.503,12.689,-115.7198,-27.3161,0.432,-116.7387,-27.4963,0.4338,-116.1536
-106.0,22.503,12.705,-120.2362,-28.3493,0.4325,-117.9887,-28.4368,0.4346,-120.6708
-105.0,22.504,12.721,-118.9223,-29.0562,0.4331,-119.1713,-29.4691,0.4344,-119.3567
-104.0,22.504,12.737,-118.3578,-30.9679,0.4336,-120.2849,-30.5992,0.4351,-118.7929
-103.0,22.504,12.753,-119.3052,-32.2256,0.4341,-121.3282,-31.8354,0.4353,-119.7405
-102.0,22.505,12.769,-120.3263,-32.9798,0.4346,-122.2996,-33.1893,0.4356,-120.7619
-101.0,22.505,12.785,-122.7046,-34.9958,0.4352,-123.1981,-34.6763,0.4365,-123.1411
-100.0,22.505,12.801,-124.8543,-36.5586,0.4357,-124.0225,-36.3172,0.4373,-125.2916
-99.0,22.506,12.817,-125.9609,-38.883,0.4362,-124.7715,-38.1403,0.4373,-126.3982
-98.0,22.506,12.833,-124.4908,-40.0686,0.4367,-125.4444,-40.1849,0.4382,-124.929
-97.0,22.507,12.849,-125.034,-41.8907,0.4372,-126.0402,-42.5073,0.4382,-125.4722
-96.0,22.507,12.865,-124.1893,-45.6021,0.4378,-126.5581,-45.1904,0.4391,-124.6284
-95.0,22.507,12.881,-124.9092,-47.9556,0.4383,-126.9975,-48.3643,0.4391,-125.3483
-94.0,22.508,12.897,-127.1173,-50.0238,0.4388,-127.3578,-50.0,0.4397,-127.557
-93.0,22.508,12.913,-129.0654,-50.7062,0.4393,-127.6385,-50.0,0.4397,-129.5051
-92.0,22.508,12.929,-127.878,-50.3579,0.4399,-127.8392,-50.0,0.4405,-128.3185
-91.0,22.509,12.945,-127.1936,-50.3826,0.4404,-127.9598,-50.0,0.4405,-127.6341
-90.0,22.509,12.961,-127.8622,-50.1266,0.4409,-128.0,-50.0,0.4414,-128.3036
-89.0,22.51,12.977,-128.3852,-49.8322,0.4414,-127.9598,-50.0,0.4414,-128.8266
-88.0,22.51,12.993,-127.018,-49.2604,0.4419,-127.8392,-50.0,0.4421,-127.4601
-87.0,22.51,13.009,-127.952,-50.5725,0.4425,-127.6385,-50.0,0.4421,-128.3941
-86.0,22.511,13.025,-127.8569,-50.1939,0.443,-127.3578,-50.0,0.4429,-128.2998
-85.0,22.511,13.041,-126.0868,-48.7227,0.4435,-126.9975,-48.3643,0.4428,-126.5296
-84.0,22.511,13.057,-126.7171,-45.6976,0.444,-126.5581,-45.1904,0.4429,-127.16
-83.0,22.512,13.073,-125.2295,-42.4691,0.4445,-126.0402,-42.5073,0.4468,-125.6763
-82.0,22.512,13.089,-124.5896,-40.1843,0.445,-125.4444,-40.1849,0.4477,-125.0373
-81.0,22.513,13.105,-126.0351,-38.8658,0.4456,-124.7715,-38.1403,0.447,-126.4821
-80.0,22.513,13.121,-124.2982,-36.3099,0.4461,-124.0225,-36.3172,0.4486,-124.7468
-79.0,22.513,13.137,-120.5949,-35.1585,0.4466,-123.1981,-34.6763,0.448,-121.0429
-78.0,22.514,13.153,-123.5957,-33.1846,0.4471,-122.2996,-33.1893,0.449,-124.0447
-77.0,22.514,13.169,-124.0555,-31.3276,0.4476,-121.3282,-31.8354,0.449,-124.5045
-76.0,22.514,13.185,-122.6296,-30.414,0.4481,-120.2849,-30.5992,0.449,-123.0786
-75.0,22.515,13.201,-118.679,-29.3981,0.4487,-119.1713,-29.4691,0.4482,-119.1272
-74.0,22.515,13.217,-117.4932,-28.6483,0.4492,-117.9887,-28.4368,0.4483,-117.9415
-73.0,22.515,13.233,-116.4655,-27.4695,0.4497,-116.7387,-27.4963,0.4483,-116.9138
-72.0,22.516,13.249,-113.1515,-26.4181,0.4502,-115.4229,-26.6434,0.448,-113.5995
-71.0,22.516,13.265,-117.6016,-25.6902,0.4507,-114.043,-25.8758,0.4487,-118.0503
-70.0,22.516,13.281,-111.5557,-25.2323,0.4512,-112.6008,-25.1926,0.4481,-112.0038
-69.0,22.517,13.297,-108.3043,-24.5074,0.4517,-111.0982,-24.5944,0.4483,-108.7526
-68.0,22.517,13.313,-110.7764,-24.6095,0.4522,-109.537,-24.0829,0.4482,-111.2246
-67.0,22.518,13.329,-108.0362,-23.9552,0.4528,-107.9193,-23.6615,0.4482,-108.4844
-66.0,22.518,13.345,-106.9232,-23.0521,0.4533,-106.2471,-23.3351,0.448,-107.3712
-65.0,22.518,13.361,-105.4105,-22.7738,0.4538,-104.5227,-23.1106,0.448,-105.8585
-64.0,22.519,13.377,-102.7834,-22.9597,0.4543,-102.7483,-22.9972,0.4426,-103.226
-63.0,22.519,13.393,-98.33,-22.4154,0.4548,-100.926,-23.007,0.4426,-98.7726
-62.0,22.519,13.409,-95.8469,-22.9533,0.4553,-99.0583,-23.1565,0.4422,-96.2891
-61.0,22.52,13.425,-97.1956,-23.5614,0.4558,-97.1475,-23.4681,0.4426,-97.6382
-60.0,22.52,13.441,-91.8822,-24.4614,0.4563,-95.1962,-23.9735,0.4667,-92.3489
-59.0,22.52,13.457,-92.6964,-24.1433,0.4568,-93.2066,-24.7188,0.4623,-93.1587
-58.0,22.521,13.473,-88.0936,-25.4676,0.4573,-91.1815,-25.7758,0.4623,-88.5559
-57.0,22.521,13.489,-88.8055,-26.5458,0.4578,-89.1234,-27.2651,0.4624,-89.2679
-56.0,22.521,13.505,-86.3799,-28.5488,0.4584,-87.0348,-29.4156,0.4624,-86.8423
-55.0,22.522,13.521,-83.9114,-33.2692,0.4589,-84.9185,-32.7544,0.4624,-84.3738
-54.0,22.522,13.537,-77.5494,-39.6007,0.4594,-82.7771,-39.087,0.4637,-78.0131
-53.0,22.522,13.553,-78.8765,-51.1453,0.4599,-80.6133,-50.0,0.4625,-79.339
-52.0,22.523,13.569,-79.0304,-36.0389,0.4604,-78.4299,-36.4062,0.4625,-79.4929
-51.0,22.523,13.585,-74.3152,-30.5556,0.4609,-76.2296,-30.8182,0.4644,-74.7796
-50.0,22.523,13.601,-74.0965,-27.4436,0.4614,-74.0152,-27.4827,0.4644,-74.5609
-49.0,22.524,13.617,-72.0621,-25.6714,0.4619,-71.7894,-25.1809,0.4644,-72.5265
-48.0,22.524,13.633,-67.7297,-23.5487,0.4624,-69.555,-23.5131,0.4658,-68.1955
-47.0,22.524,13.649,-66.8053,-22.23,0.4629,-67.3149,-22.3039,0.4659,-67.2712
-46.0,22.525,13.665,-64.1905,-21.1551,0.4634,-65.0717,-21.4682,0.4659,-64.6564
-45.0,22.525,13.681,-62.3435,-20.8571,0.4639,-62.8284,-20.9663,0.4659,-62.8094
-44.0,22.525,13.697,-59.6184,-20.5229,0.4644,-60.5877,-20.7884,0.4669,-60.0853
-43.0,22.526,13.713,-57.25,-20.9997,0.4649,-58.3523,-20.95,0.4667,-57.7167
-42.0,22.526,13.729,-58.5651,-21.0239,0.4654,-56.125,-21.4965,0.4669,-59.032
-41.0,22.526,13.745,-52.4429,-22.2663,0.4659,-53.9086,-22.519,0.467,-52.9099
-40.0,22.527,13.761,-52.7124,-24.6738,0.4664,-51.7058,-24.1991,0.467,-53.1794
-39.0,22.527,13.777,-51.2157,-26.3876,0.4669,-49.5192,-26.9433,0.4673,-51.683
-38.0,22.527,13.793,-46.9718,-31.4877,0.4674,-47.3516,-31.978,0.468,-47.4398
-37.0,22.528,13.809,-44.6116,-49.8138,0.4679,-45.2055,-50.0,0.4684,-45.08
-36.0,22.528,13.825,-43.6554,-33.5878,0.4684,-43.0836,-33.7,0.4687,-44.1241
-35.0,22.528,13.841,-39.2729,-26.3194,0.4689,-40.9884,-26.9828,0.4692,-39.7421
-34.0,22.529,13.857,-40.4663,-23.993,0.4694,-38.9225,-23.3397,0.4695,-40.9358
-33.0,22.529,13.873,-37.0288,-20.4854,0.4699,-36.8883,-20.9818,0.47,-37.4988
-32.0,22.529,13.889,-35.2951,-19.5939,0.4704,-34.8882,-19.4034,0.4704,-35.7655
-31.0,22.53,13.905,-32.5237,-17.9657,0.4709,-32.9247,-18.4038,0.4707,-32.9944
-30.0,22.53,13.921,-30.1103,-17.8536,0.4714,-31.0,-17.9018,0.4711,-30.5814
-29.0,22.53,13.937,-30.1564,-18.3806,0.4719,-29.1164,-17.8835,0.4713,-30.6277
-28.0,22.531,13.953,-25.7174,-18.5927,0.4724,-27.2762,-18.3941,0.4745,-26.1919
-27.0,22.531,13.969,-24.9141,-19.1533,0.4729,-25.4815,-19.562,0.4743,-25.3884
-26.0,22.531,13.985,-26.0988,-21.7733,0.4734,-23.7342,-21.6892,0.4747,-26.5735
-25.0,22.532,14.001,-24.5006,-25.8619,0.4739,-22.0366,-25.6133,0.4751,-24.9757
-24.0,22.532,14.017,-19.9346,-35.8849,0.4744,-20.3905,-35.6336,0.4757,-20.4103
-23.0,22.532,14.033,-18.6543,-32.2708,0.4749,-18.7977,-32.5277,0.4757,-19.13
-22.0,22.533,14.049,-16.9399,-22.9084,0.4754,-17.2602,-23.6086,0.4765,-17.4164
-21.0,22.533,14.065,-15.3456,-20.1826,0.4759,-15.7795,-19.3262,0.4769,-15.8225
-20.0,22.533,14.081,-13.5427,-15.531,0.4763,-14.3574,-16.6513,0.4769,-14.0196
-19.0,22.534,14.097,-11.0971,-14.8139,0.4768,-12.9954,-14.8954,0.4772,-11.5743
-18.0,22.534,14.113,-12.8844,-13.5774,0.4773,-11.695,-13.8095,0.4773,-13.3617
-17.0,22.534,14.129,-11.7378,-13.4781,0.4778,-10.4577,-13.3036,0.4773,-12.2151
-16.0,22.535,14.145,-10.4463,-13.3827,0.4783,-9.2846,-13.3813,0.4775,-10.9238
-15.0,22.535,14.161,-7.265,-14.0655,0.4788,-8.1772,-14.1425,0.4776,-7.7426
-14.0,22.535,14.177,-4.7897,-16.2814,0.4793,-7.1364,-15.8618,0.4764,-5.2661
-13.0,22.535,14.193,-6.3307,-19.6458,0.4798,-6.1634,-19.3235,0.477,-6.8077
-12.0,22.536,14.209,-8.5315,-27.9407,0.4803,-5.2592,-28.4146,0.4775,-9.009
-11.0,22.536,14.225,-6.4998,-26.9959,0.4808,-4.4245,-26.3749,0.4774,-6.9772
-10.0,22.536,14.241,-4.4286,-16.4502,0.4812,-3.6603,-16.6267,0.4762,-4.9048
-9.0,22.537,14.257,-3.3221,-11.9408,0.4817,-2.9672,-11.7926,0.4744,-3.7965
-8.0,22.537,14.273,-2.4762,-8.9378,0.4822,-2.3459,-8.5535,0.4742,-2.9504
-7.0,22.537,14.289,-1.2562,-5.3744,0.4827,-1.7967,-6.1632,0.4738,-1.73
-6.0,22.538,14.305,-1.3047,-4.7109,0.4832,-1.3203,-4.3291,0.4738,-1.7785
-5.0,22.538,14.321,1.1409,-3.3584,0.4837,-0.9168,-2.9063,0.473,0.6679
-4.0,22.538,14.337,-1.1165,-1.8883,0.4842,-0.5866,-1.8135,0.4738,-1.5903
-3.0,22.539,14.353,-1.1387,-1.3088,0.4847,-0.3298,-1.0014,0.4738,-1.6125
-2.0,22.539,14.369,1.057,-0.4369,0.4851,-0.1465,-0.4395,0.473,0.584
-1.0,22.539,14.385,-1.8544,-0.0469,0.4856,-0.0366,-0.1091,0.4941,-2.3485
0.0,22.539,14.401,1.0706,0.0939,0.4861,0.0,0.0,0.4936,0.577
1.0,22.54,14.417,0.6039,-0.1586,0.4866,-0.0365,-0.1091,0.4934,0.1105
2.0,22.54,14.433,0.1201,-0.7204,0.4871,-0.1458,-0.4395,0.4936,-0.3735
3.0,22.54,14.449,2.5424,-0.744,0.4876,-0.3275,-1.0014,0.4929,2.0495
4.0,22.541,14.465,-1.0265,-1.8582,0.488,-0.5812,-1.8135,0.4938,-1.5203
5.0,22.541,14.481,2.6727,-3.1046,0.4885,-0.9062,-2.9063,0.4929,2.1798
6.0,22.541,14.497,-1.1511,-3.7371,0.489,-1.302,-4.3291,0.4938,-1.6449
7.0,22.541,14.513,-3.1938,-6.2117,0.4895,-1.7678,-6.1632,0.4948,-3.6886
8.0,22.542,14.529,-1.7079,-8.1167,0.49,-2.3027,-8.5535,0.4936,-2.2015
9.0,22.542,14.545,-4.0299,-11.3019,0.4905,-2.906,-11.7926,0.4948,-4.5247
10.0,22.542,14.561,-4.2133,-16.1116,0.4909,-3.5766,-16.6267,0.4948,-4.7081
11.0,22.543,14.577,-3.2264,-26.0984,0.4914,-4.3134,-26.3749,0.4948,-3.7212
12.0,22.543,14.593,-3.7901,-28.4148,0.4919,-5.1154,-28.4146,0.4948,-4.2849
13.0,22.543,14.609,-6.4222,-19.3491,0.4924,-5.9813,-19.3235,0.496,-6.9182
14.0,22.544,14.625,-4.9359,-15.9594,0.4929,-6.9099,-15.8618,0.4955,-5.4314
15.0,22.544,14.641,-5.6702,-15.0093,0.4933,-7.8998,-14.1425,0.4956,-6.1658
16.0,22.544,14.657,-6.3013,-13.0938,0.4938,-8.9496,-13.3813,0.4956,-6.7969
17.0,22.544,14.673,-8.7694,-13.2058,0.4943,-10.0578,-13.3036,0.4964,-9.2658
18.0,22.545,14.689,-8.683,-13.4793,0.4948,-11.2229,-13.8095,0.4964,-9.1794
19.0,22.545,14.705,-14.7692,-14.9422,0.4952,-12.4433,-14.8954,0.4971,-15.2663
20.0,22.545,14.721,-13.6984,-16.3854,0.4957,-13.7173,-16.6513,0.4971,-14.1955
21.0,22.546,14.737,-15.8474,-19.8772,0.4962,-15.0431,-19.3262,0.4972,-16.3446
22.0,22.546,14.753,-15.7436,-24.0764,0.4967,-16.4191,-23.6086,0.4972,-16.2408
23.0,22.546,14.769,-18.2033,-33.5182,0.4971,-17.8433,-32.5277,0.4978,-18.7011
24.0,22.546,14.785,-19.0655,-35.6874,0.4976,-19.3139,-35.6336,0.4978,-19.5633
25.0,22.547,14.801,-17.5075,-25.9223,0.4981,-20.8289,-25.6133,0.4985,-18.006
26.0,22.547,14.817,-22.1424,-22.0505,0.4986,-22.3864,-21.6892,0.4986,-22.641
27.0,22.547,14.833,-22.8646,-19.4281,0.499,-23.9843,-19.562,0.4984,-23.363
28.0,22.547,14.849,-25.4695,-18.5643,0.4995,-25.6206,-18.3941,0.4984,-25.9679
29.0,22.548,14.865,-26.6797,-18.4567,0.5,-27.2932,-17.8835,0.4992,-27.1789
30.0,22.548,14.881,-28.4905,-16.8839,0.5005,-29.0,-17.9018,0.4992,-28.9897
31.0,22.548,14.897,-29.5653,-18.4186,0.5009,-30.7387,-18.4038,0.4997,-30.065
32.0,22.549,14.913,-30.2579,-19.8366,0.5014,-32.5073,-19.4034,0.5038,-30.7617
33.0,22.549,14.929,-31.3304,-21.2498,0.5019,-34.3033,-20.9818,0.5044,-31.8348
34.0,22.549,14.945,-35.158,-23.4089,0.5023,-36.1247,-23.3397,0.5044,-35.6624
35.0,22.549,14.961,-36.5821,-27.0529,0.5028,-37.9692,-26.9828,0.5052,-37.0873
36.0,22.55,14.977,-41.0574,-33.1792,0.5033,-39.8344,-33.7,0.5052,-41.5626
37.0,22.55,14.993,-41.3461,-50.0318,0.5037,-41.718,-50.0,0.5059,-41.852
38.0,22.55,15.009,-41.7032,-31.2359,0.5042,-43.6178,-31.978,0.5059,-42.2091
39.0,22.55,15.025,-43.7278,-27.1163,0.5047,-45.5314,-26.9433,0.5061,-44.2339
40.0,22.551,15.041,-46.6339,-24.0285,0.5051,-47.4564,-24.1991,0.5064,-47.1403
41.0,22.551,15.057,-47.5554,-22.1102,0.5056,-49.3906,-22.519,0.5036,-48.059
42.0,22.551,15.073,-50.0893,-21.0184,0.5061,-51.3315,-21.4965,0.504,-50.5933
43.0,22.551,15.089,-50.9699,-20.4253,0.5065,-53.2769,-20.95,0.5045,-51.4744
44.0,22.552,15.105,-54.2833,-20.8972,0.507,-55.2244,-20.7884,0.5044,-54.7877
45.0,22.552,15.121,-57.1976,-20.9685,0.5075,-57.1716,-20.9663,0.5049,-57.7025
46.0,22.552,15.137,-58.1045,-22.46,0.5079,-59.1162,-21.4682,0.5049,-58.6094
47.0,22.553,15.153,-64.9434,-22.3823,0.5084,-61.0559,-22.3039,0.5043,-65.4477
48.0,22.553,15.169,-61.9052,-23.0765,0.5089,-62.9884,-23.5131,0.5042,-62.4094
49.0,22.553,15.185,-69.8747,-24.8222,0.5093,-64.9114,-25.1809,0.504,-70.3787
50.0,22.553,15.201,-68.898,-27.5173,0.5098,-66.8226,-27.4827,0.5042,-69.4022
51.0,22.554,15.217,-67.5319,-30.1385,0.5103,-68.7198,-30.8182,0.5041,-68.036
52.0,22.554,15.233,-69.3737,-36.5598,0.5107,-70.6007,-36.4062,0.5041,-69.8778
53.0,22.554,15.249,-73.6956,-50.2865,0.5112,-72.4632,-50.0,0.5024,-74.198
54.0,22.554,15.265,-74.8615,-39.2742,0.5116,-74.305,-39.087,0.5024,-75.3639
55.0,22.555,15.281,-73.556,-33.2034,0.5121,-76.1239,-32.7544,0.4981,-74.0541
56.0,22.555,15.297,-78.1315,-29.1666,0.5126,-77.918,-29.4156,0.4972,-78.6287
57.0,22.555,15.313,-75.8076,-27.1497,0.513,-79.685,-27.2651,0.4963,-76.3039
58.0,22.555,15.329,-80.9124,-25.5318,0.5135,-81.423,-25.7758,0.5225,-81.4349
59.0,22.556,15.345,-82.004,-24.8845,0.5139,-83.13,-24.7188,0.5204,-82.5244
60.0,22.556,15.361,-81.8641,-23.9967,0.5144,-84.8038,-23.9735,0.5204,-82.3845
61.0,22.556,15.377,-85.7314,-24.3395,0.5149,-86.4428,-23.4681,0.5196,-86.251
62.0,22.556,15.393,-89.033,-23.006,0.5153,-88.0448,-23.1565,0.5196,-89.5526
63.0,22.557,15.409,-89.257,-22.9674,0.5158,-89.6082,-23.007,0.5196,-89.7766
64.0,22.557,15.425,-90.6683,-23.4374,0.5162,-91.1311,-22.9972,0.5196,-91.1879
65.0,22.557,15.441,-94.1422,-23.1525,0.5167,-92.6118,-23.1106,0.5209,-94.6631
66.0,22.557,15.457,-93.9151,-23.4383,0.5171,-94.0485,-23.3351,0.5209,-94.436
67.0,22.558,15.473,-96.0354,-22.9558,0.5176,-95.4397,-23.6615,0.5219,-96.5573
68.0,22.558,15.489,-94.8792,-24.5073,0.5181,-96.7838,-24.0829,0.5219,-95.4011
69.0,22.558,15.505,-97.5088,-24.4618,0.5185,-98.0792,-24.5944,0.5223,-98.0311
70.0,22.558,15.521,-99.2297,-25.629,0.519,-99.3245,-25.1926,0.5224,-99.7521
71.0,22.558,15.537,-100.1581,-26.099,0.5194,-100.5183,-25.8758,0.5225,-100.6806
72.0,22.559,15.553,-100.8046,-26.5327,0.5199,-101.6591,-26.6434,0.5225,-101.3271
73.0,22.559,15.569,-101.3002,-27.5808,0.5203,-102.7458,-27.4963,0.5228,-101.823
74.0,22.559,15.585,-104.7558,-28.4392,0.5208,-103.7771,-28.4368,0.5229,-105.2787
75.0,22.559,15.601,-105.7929,-29.336,0.5212,-104.7518,-29.4691,0.5243,-106.3172
76.0,22.56,15.617,-103.4901,-30.7967,0.5217,-105.6688,-30.5992,0.5228,-104.0129
77.0,22.56,15.633,-106.6235,-31.4818,0.5221,-106.5271,-31.8354,0.5243,-107.1478
78.0,22.56,15.649,-108.9285,-33.3115,0.5226,-107.3258,-33.1893,0.5248,-109.4533
79.0,22.56,15.665,-106.8752,-34.7153,0.523,-108.0639,-34.6763,0.5246,-107.3998
80.0,22.561,15.681,-107.5221,-36.1727,0.5235,-108.7407,-36.3172,0.5246,-108.0467
81.0,22.561,15.697,-111.1274,-38.0495,0.5239,-109.3552,-38.1403,0.5259,-111.6533
82.0,22.561,15.713,-109.0384,-39.9272,0.5244,-109.907,-40.1849,0.5258,-109.5642
83.0,22.561,15.729,-108.7671,-42.3805,0.5248,-110.3953,-42.5073,0.5262,-109.2933
84.0,22.562,15.745,-109.7328,-45.0028,0.5253,-110.8196,-45.1904,0.5263,-110.2591
85.0,22.562,15.761,-109.7057,-48.4944,0.5257,-111.1794,-48.3643,0.5266,-110.2323
86.0,22.562,15.777,-113.0546,-50.4275,0.5262,-111.4744,-50.0,0.5267,-113.5813
87.0,22.562,15.793,-110.681,-50.5711,0.5266,-111.7042,-50.0,0.5276,-111.2086
88.0,22.562,15.809,-111.7953,-50.6683,0.5271,-111.8685,-50.0,0.5276,-112.3229
89.0,22.563,15.825,-112.1638,-49.2949,0.5275,-111.9671,-50.0,0.5285,-112.6923
90.0,22.563,15.841,-110.1662,-50.8851,0.528,-112.0,-50.0,0.5285,-110.6947
91.0,22.563,15.857,-109.2198,-49.5225,0.5284,-111.9671,-50.0,0.5292,-109.749
92.0,22.563,15.873,-108.6481,-50.3283,0.5288,-111.8685,-50.0,0.5291,-109.1772
93.0,22.564,15.889,-109.2027,-49.5254,0.5293,-111.7042,-50.0,0.5293,-109.732
94.0,22.564,15.905,-111.1093,-50.881,0.5297,-111.4744,-50.0,0.5293,-111.6386
95.0,22.564,15.921,-110.1202,-48.4583,0.5302,-111.1794,-48.3643,0.5301,-110.6503
96.0,22.564,15.937,-109.1388,-44.6088,0.5306,-110.8196,-45.1904,0.5301,-109.6689
97.0,22.564,15.953,-109.6825,-42.222,0.5311,-110.3953,-42.5073,0.5308,-110.2133
98.0,22.565,15.969,-109.1794,-40.3198,0.5315,-109.907,-40.1849,0.532,-109.7114
99.0,22.565,15.985,-107.5877,-38.9175,0.5319,-109.3552,-38.1403,0.532,-108.1197
100.0,22.565,16.001,-108.2972,-36.8462,0.5324,-108.7407,-36.3172,0.5321,-108.8293
101.0,22.565,16.017,-108.625,-34.1207,0.5328,-108.0639,-34.6763,0.5328,-109.1578
102.0,22.565,16.033,-107.4142,-33.3286,0.5333,-107.3258,-33.1893,0.5324,-107.9466
103.0,22.566,16.049,-105.0426,-31.8642,0.5337,-106.5271,-31.8354,0.5328,-105.5754
104.0,22.566,16.065,-105.1302,-30.4858,0.5341,-105.6688,-30.5992,0.5328,-105.663
105.0,22.566,16.081,-103.7069,-29.9903,0.5346,-104.7518,-29.4691,0.5313,-104.2382
106.0,22.566,16.097,-102.2369,-28.2739,0.535,-103.7771,-28.4368,0.5314,-102.7683
107.0,22.567,16.113,-102.7726,-27.6641,0.5355,-102.7458,-27.4963,0.5314,-103.304
108.0,22.567,16.129,-99.9888,-26.5259,0.5359,-101.6591,-26.6434,0.5313,-100.5201
109.0,22.567,16.145,-99.4137,-26.107,0.5363,-100.5183,-25.8758,0.5313,-99.945
110.0,22.567,16.161,-100.64,-25.8219,0.5368,-99.3245,-25.1926,0.5313,-101.1713
111.0,22.567,16.177,-95.3786,-24.7653,0.5372,-98.0792,-24.5944,0.5304,-95.909
112.0,22.568,16.193,-96.9973,-23.8266,0.5376,-96.7838,-24.0829,0.5309,-97.5282
113.0,22.568,16.209,-97.3843,-23.5039,0.5381,-95.4397,-23.6615,0.5309,-97.9152
114.0,22.568,16.225,-95.0776,-23.3227,0.5385,-94.0485,-23.3351,0.5301,-95.6077
115.0,22.568,16.241,-93.6044,-22.7514,0.5389,-92.6118,-23.1106,0.5286,-94.133
116.0,22.568,16.257,-90.5135,-23.0786,0.5394,-91.1311,-22.9972,0.5264,-91.0399
117.0,22.569,16.273,-89.4792,-22.9845,0.5398,-89.6082,-23.007,0.5469,-90.0261
118.0,22.569,16.289,-88.0098,-23.3484,0.5402,-88.0448,-23.1565,0.5468,-88.5566
119.0,22.569,16.305,-84.9725,-23.0855,0.5407,-86.4428,-23.4681,0.5466,-85.5191
120.0,22.569,16.321,-83.7529,-23.8569,0.5411,-84.8038,-23.9735,0.5466,-84.2995
121.0,22.569,16.337,-82.1143,-24.9416,0.5415,-83.13,-24.7188,0.5459,-82.6602
122.0,22.57,16.353,-80.2663,-26.3714,0.542,-81.423,-25.7758,0.5454,-80.8117
123.0,22.57,16.369,-78.2184,-26.8231,0.5424,-79.685,-27.2651,0.5469,-78.7653
124.0,22.57,16.385,-80.5371,-29.7132,0.5428,-77.918,-29.4156,0.5454,-81.0825
125.0,22.57,16.401,-76.1273,-32.7256,0.5433,-76.1239,-32.7544,0.5474,-76.6747
126.0,22.57,16.417,-77.0316,-38.1459,0.5437,-74.305,-39.087,0.5469,-77.5785
127.0,22.571,16.433,-71.865,-49.6794,0.5441,-72.4632,-50.0,0.5474,-72.4124
128.0,22.571,16.449,-70.0631,-35.7617,0.5446,-70.6007,-36.4062,0.5484,-70.6115
129.0,22.571,16.465,-66.6065,-31.0334,0.545,-68.7198,-30.8182,0.549,-67.1555
130.0,22.571,16.481,-64.4958,-27.0543,0.5454,-66.8226,-27.4827,0.549,-65.0448
131.0,22.571,16.497,-64.0614,-25.1703,0.5458,-64.9114,-25.1809,0.549,-64.6104
132.0,22.571,16.513,-63.1927,-23.3666,0.5463,-62.9884,-23.5131,0.5491,-63.7418
133.0,22.572,16.529,-59.7815,-21.4956,0.5467,-61.0559,-22.3039,0.5504,-60.3319
134.0,22.572,16.545,-59.361,-21.5797,0.5471,-59.1162,-21.4682,0.5504,-59.9114
135.0,22.572,16.561,-56.6261,-20.9586,0.5475,-57.1716,-20.9663,0.5504,-57.1765
136.0,22.572,16.577,-53.1972,-21.1497,0.548,-55.2244,-20.7884,0.5505,-53.7477
137.0,22.572,16.593,-53.5652,-20.5947,0.5484,-53.2769,-20.95,0.5506,-54.1158
138.0,22.573,16.609,-49.5742,-21.7207,0.5488,-51.3315,-21.4965,0.5509,-50.1251
139.0,22.573,16.625,-47.8253,-22.1099,0.5492,-49.3906,-22.519,0.5513,-48.3766
140.0,22.573,16.641,-48.339,-24.859,0.5497,-47.4564,-24.1991,0.5513,-48.8903
141.0,22.573,16.657,-43.5205,-26.7239,0.5501,-45.5314,-26.9433,0.5517,-44.0722
142.0,22.573,16.673,-42.0195,-32.2355,0.5505,-43.6178,-31.978,0.5517,-42.5712
143.0,22.573,16.689,-41.0142,-49.7078,0.5509,-41.718,-50.0,0.5517,-41.5659
